Calibration Curve UV	
22.17167	1.506
22.17333	1.505
22.17500	1.504
22.17667	1.504
22.17833	1.503
22.18000	1.502
22.18167	1.501
22.18333	1.501
22.18500	1.500
22.18667	1.499
22.18833	1.498
22.19000	1.498
22.19167	1.497
22.19333	1.496
22.19500	1.495
22.19667	1.495
22.19833	1.494
22.20000	1.493
22.20167	1.492
22.20333	1.492
22.20500	1.491
22.20667	1.490
22.20833	1.489
22.21000	1.489
22.21167	1.488
22.21333	1.487
22.21500	1.486
22.21667	1.486
22.21833	1.485
22.22000	1.484
22.22167	1.483
22.22333	1.483
22.22500	1.482
22.22667	1.481
22.22833	1.480
22.23000	1.480
22.23167	1.479
22.23333	1.478
22.23500	1.477
22.23667	1.477
22.23833	1.476
22.24000	1.475
22.24167	1.474
22.24333	1.474
22.24500	1.473
22.24667	1.472
22.24833	1.471
22.25000	1.471
22.25167	1.470
22.25333	1.469
22.25500	1.468
22.25667	1.468
22.25833	1.467
22.26000	1.466
22.26167	1.465
22.26333	1.465
22.26500	1.464
22.26667	1.463
22.26833	1.462
22.27000	1.462
22.27167	1.461
22.27333	1.460
22.27500	1.459
22.27667	1.459
22.27833	1.458
22.28000	1.457
22.28167	1.456
22.28333	1.456
22.28500	1.455
22.28667	1.454
22.28833	1.453
22.29000	1.453
22.29167	1.452
22.29333	1.451
22.29500	1.450
22.29667	1.450
22.29833	1.449
22.30000	1.448
22.30167	1.447
22.30333	1.447
22.30500	1.446
22.30667	1.445
22.30833	1.444
22.31000	1.444
22.31167	1.443
22.31333	1.442
22.31500	1.441
22.31667	1.441
22.31833	1.440
22.32000	1.439
22.32167	1.438
22.32333	1.438
22.32500	1.437
22.32667	1.436
22.32833	1.435
22.33000	1.435
22.33167	1.434
22.33333	1.433
22.33500	1.432
22.33667	1.432
22.33833	1.431
22.34000	1.430
22.34167	1.429
22.34333	1.429
22.34500	1.428
22.34667	1.427
22.34833	1.426
22.35000	1.426
22.35167	1.425
22.35333	1.424
22.35500	1.424
22.35667	1.423
22.35833	1.422
22.36000	1.421
22.36167	1.421
22.36333	1.420
22.36500	1.419
22.36667	1.418
22.36833	1.418
22.37000	1.417
22.37167	1.416
22.37333	1.415
22.37500	1.415
22.37667	1.414
22.37833	1.413
22.38000	1.412
22.38167	1.412
22.38333	1.411
22.38500	1.410
22.38667	1.409
22.38833	1.409
22.39000	1.408
22.39167	1.407
22.39333	1.406
22.39500	1.406
22.39667	1.405
22.39833	1.404
22.40000	1.403
22.40167	1.403
22.40333	1.402
22.40500	1.401
22.40667	1.400
22.40833	1.400
22.41000	1.399
22.41167	1.398
22.41333	1.397
22.41500	1.397
22.41667	1.396
22.41833	1.395
22.42000	1.394
22.42167	1.394
22.42333	1.393
22.42500	1.392
22.42667	1.391
22.42833	1.391
22.43000	1.390
22.43167	1.389
22.43333	1.388
22.43500	1.388
22.43667	1.387
22.43833	1.386
22.44000	1.385
22.44167	1.385
22.44333	1.384
22.44500	1.383
22.44667	1.382
22.44833	1.382
22.45000	1.381
22.45167	1.380
22.45333	1.379
22.45500	1.379
22.45667	1.378
22.45833	1.377
22.46000	1.376
22.46167	1.376
22.46333	1.375
22.46500	1.374
22.46667	1.373
22.46833	1.373
22.47000	1.372
22.47167	1.371
22.47333	1.370
22.47500	1.370
22.47667	1.369
22.47833	1.368
22.48000	1.367
22.48167	1.367
22.48333	1.366
22.48500	1.365
22.48667	1.364
22.48833	1.364
22.49000	1.363
22.49167	1.362
22.49333	1.361
22.49500	1.361
22.49667	1.360
22.49833	1.359
22.50000	1.358
22.50167	1.358
22.50333	1.357
22.50500	1.356
22.50667	1.355
22.50833	1.355
22.51000	1.354
22.51167	1.353
22.51333	1.352
22.51500	1.352
22.51667	1.351
22.51833	1.350
22.52000	1.349
22.52167	1.349
22.52333	1.348
22.52500	1.347
22.52667	1.346
22.52833	1.346
22.53000	1.345
22.53167	1.344
22.53333	1.343
22.53500	1.343
22.53667	1.342
22.53833	1.341
22.54000	1.340
22.54167	1.340
22.54333	1.339
22.54500	1.338
22.54667	1.337
22.54833	1.337
22.55000	1.336
22.55167	1.335
22.55333	1.334
22.55500	1.334
22.55667	1.333
22.55833	1.332
22.56000	1.331
22.56167	1.331
22.56333	1.330
22.56500	1.329
22.56667	1.329
22.56833	1.328
22.57000	1.327
22.57167	1.326
22.57333	1.326
22.57500	1.325
22.57667	1.324
22.57833	1.323
22.58000	1.323
22.58167	1.322
22.58333	1.321
22.58500	1.320
22.58667	1.320
22.58833	1.319
22.59000	1.318
22.59167	1.317
22.59333	1.317
22.59500	1.316
22.59667	1.315
22.59833	1.314
22.60000	1.314
22.60167	1.313
22.60333	1.312
22.60500	1.311
22.60667	1.311
22.60833	1.310
22.61000	1.309
22.61167	1.308
22.61333	1.308
22.61500	1.307
22.61667	1.306
22.61833	1.305
22.62000	1.305
22.62167	1.304
22.62333	1.303
22.62500	1.302
22.62667	1.302
22.62833	1.301
22.63000	1.300
22.63167	1.299
22.63333	1.299
22.63500	1.298
22.63667	1.297
22.63833	1.296
22.64000	1.296
22.64167	1.295
22.64333	1.294
22.64500	1.293
22.64667	1.293
22.64833	1.292
22.65000	1.291
22.65167	1.290
22.65333	1.290
22.65500	1.289
22.65667	1.288
22.65833	1.287
22.66000	1.287
22.66167	1.286
22.66333	1.285
22.66500	1.284
22.66667	1.284
22.66833	1.283
22.67000	1.282
22.67167	1.281
22.67333	1.281
22.67500	1.280
22.67667	1.279
22.67833	1.278
22.68000	1.278
22.68167	1.277
22.68333	1.276
22.68500	1.275
22.68667	1.275
22.68833	1.274
22.69000	1.273
22.69167	1.272
22.69333	1.272
22.69500	1.271
22.69667	1.270
22.69833	1.269
22.70000	1.269
22.70167	1.268
22.70333	1.267
22.70500	1.266
22.70667	1.266
22.70833	1.265
22.71000	1.264
22.71167	1.263
22.71333	1.263
22.71500	1.262
22.71667	1.261
22.71833	1.260
22.72000	1.260
22.72167	1.259
22.72333	1.258
22.72500	1.257
22.72667	1.257
22.72833	1.256
22.73000	1.255
22.73167	1.254
22.73333	1.254
22.73500	1.253
22.73667	1.252
22.73833	1.251
22.74000	1.251
22.74167	1.250
22.74333	1.249
22.74500	1.248
22.74667	1.248
22.74833	1.247
22.75000	1.246
22.75167	1.245
22.75333	1.245
22.75500	1.244
22.75667	1.243
22.75833	1.242
22.76000	1.242
22.76167	1.241
22.76333	1.240
22.76500	1.239
22.76667	1.239
22.76833	1.238
22.77000	1.237
22.77167	1.236
22.77333	1.236
22.77500	1.235
22.77667	1.234
22.77833	1.234
22.78000	1.233
22.78167	1.232
22.78333	1.231
22.78500	1.231
22.78667	1.230
22.78833	1.229
22.79000	1.228
22.79167	1.228
22.79333	1.227
22.79500	1.226
22.79667	1.225
22.79833	1.225
22.80000	1.224
22.80167	1.223
22.80333	1.222
22.80500	1.222
22.80667	1.221
22.80833	1.220
22.81000	1.219
22.81167	1.219
22.81333	1.218
22.81500	1.217
22.81667	1.216
22.81833	1.216
22.82000	1.215
22.82167	1.214
22.82333	1.213
22.82500	1.213
22.82667	1.212
22.82833	1.211
22.83000	1.210
22.83167	1.210
22.83333	1.209
22.83500	1.208
22.83667	1.207
22.83833	1.207
22.84000	1.206
22.84167	1.205
22.84333	1.204
22.84500	1.204
22.84667	1.203
22.84833	1.202
22.85000	1.201
22.85167	1.201
22.85333	1.200
22.85500	1.199
22.85667	1.198
22.85833	1.198
22.86000	1.197
22.86167	1.196
22.86333	1.195
22.86500	1.195
22.86667	1.194
22.86833	1.193
22.87000	1.192
22.87167	1.192
22.87333	1.191
22.87500	1.190
22.87667	1.189
22.87833	1.189
22.88000	1.188
22.88167	1.187
22.88333	1.186
22.88500	1.186
22.88667	1.185
22.88833	1.184
22.89000	1.183
22.89167	1.183
22.89333	1.182
22.89500	1.181
22.89667	1.180
22.89833	1.180
22.90000	1.179
22.90167	1.178
22.90333	1.177
22.90500	1.177
22.90667	1.176
22.90833	1.175
22.91000	1.174
22.91167	1.174
22.91333	1.173
22.91500	1.172
22.91667	1.171
22.91833	1.171
22.92000	1.170
22.92167	1.169
22.92333	1.168
22.92500	1.168
22.92667	1.167
22.92833	1.166
22.93000	1.165
22.93167	1.165
22.93333	1.164
22.93500	1.163
22.93667	1.162
22.93833	1.162
22.94000	1.161
22.94167	1.160
22.94333	1.159
22.94500	1.159
22.94667	1.158
22.94833	1.157
22.95000	1.156
22.95167	1.156
22.95333	1.155
22.95500	1.154
22.95667	1.153
22.95833	1.153
22.96000	1.152
22.96167	1.151
22.96333	1.150
22.96500	1.150
22.96667	1.149
22.96833	1.148
22.97000	1.147
22.97167	1.147
22.97333	1.146
22.97500	1.145
22.97667	1.144
22.97833	1.144
22.98000	1.143
22.98167	1.142
22.98333	1.141
22.98500	1.141
22.98667	1.140
22.98833	1.139
22.99000	1.138
22.99167	1.138
22.99333	1.137
22.99500	1.136
22.99667	1.136
22.99833	1.135
23.00000	1.134
23.00167	1.133
23.00333	1.133
23.00500	1.132
23.00667	1.131
23.00833	1.130
23.01000	1.130
23.01167	1.129
23.01333	1.128
23.01500	1.127
23.01667	1.127
23.01833	1.126
23.02000	1.125
23.02167	1.124
23.02333	1.124
23.02500	1.123
23.02667	1.122
23.02833	1.121
23.03000	1.121
23.03167	1.120
23.03333	1.119
23.03500	1.118
23.03667	1.118
23.03833	1.117
23.04000	1.116
23.04167	1.115
23.04333	1.115
23.04500	1.114
23.04667	1.113
23.04833	1.112
23.05000	1.112
23.05167	1.111
23.05333	1.110
23.05500	1.109
23.05667	1.109
23.05833	1.108
23.06000	1.107
23.06167	1.106
23.06333	1.106
23.06500	1.105
23.06667	1.104
23.06833	1.103
23.07000	1.103
23.07167	1.102
23.07333	1.101
23.07500	1.100
23.07667	1.100
23.07833	1.099
23.08000	1.098
23.08167	1.097
23.08333	1.097
23.08500	1.096
23.08667	1.095
23.08833	1.094
23.09000	1.094
23.09167	1.093
23.09333	1.092
23.09500	1.091
23.09667	1.091
23.09833	1.090
23.10000	1.089
23.10167	1.088
23.10333	1.088
23.10500	1.087
23.10667	1.086
23.10833	1.085
23.11000	1.085
23.11167	1.084
23.11333	1.083
23.11500	1.082
23.11667	1.082
23.11833	1.081
23.12000	1.080
23.12167	1.079
23.12333	1.079
23.12500	1.078
23.12667	1.077
23.12833	1.076
23.13000	1.076
23.13167	1.075
23.13333	1.074
23.13500	1.073
23.13667	1.073
23.13833	1.072
23.14000	1.071
23.14167	1.070
23.14333	1.070
23.14500	1.069
23.14667	1.068
23.14833	1.067
23.15000	1.067
23.15167	1.066
23.15333	1.065
23.15500	1.064
23.15667	1.064
23.15833	1.063
23.16000	1.062
23.16167	1.061
23.16333	1.061
23.16500	1.060
23.16667	1.059
23.16833	1.058
23.17000	1.058
23.17167	1.057
23.17333	1.056
23.17500	1.055
23.17667	1.055
23.17833	1.054
23.18000	1.053
23.18167	1.052
23.18333	1.052
23.18500	1.051
23.18667	1.050
23.18833	1.049
23.19000	1.049
23.19167	1.048
23.19333	1.047
23.19500	1.046
23.19667	1.046
23.19833	1.045
23.20000	1.044
23.20167	1.043
23.20333	1.043
23.20500	1.042
23.20667	1.041
23.20833	1.041
23.21000	1.040
23.21167	1.039
23.21333	1.038
23.21500	1.038
23.21667	1.037
23.21833	1.036
23.22000	1.035
23.22167	1.035
23.22333	1.034
23.22500	1.033
23.22667	1.032
23.22833	1.032
23.23000	1.031
23.23167	1.030
23.23333	1.029
23.23500	1.029
23.23667	1.028
23.23833	1.027
23.24000	1.026
23.24167	1.026
23.24333	1.025
23.24500	1.024
23.24667	1.023
23.24833	1.023
23.25000	1.022
23.25167	1.021
23.25333	1.020
23.25500	1.020
23.25667	1.019
23.25833	1.018
23.26000	1.017
23.26167	1.017
23.26333	1.016
23.26500	1.015
23.26667	1.014
23.26833	1.014
23.27000	1.013
23.27167	1.012
23.27333	1.011
23.27500	1.011
23.27667	1.010
23.27833	1.009
23.28000	1.008
23.28167	1.008
23.28333	1.007
23.28500	1.006
23.28667	1.005
23.28833	1.005
23.29000	1.004
23.29167	1.003
23.29333	1.002
23.29500	1.002
23.29667	1.001
23.29833	1.000
23.30000	0.999
23.30167	0.999
23.30333	0.998
23.30500	0.997
23.30667	0.996
23.30833	0.996
23.31000	0.995
23.31167	0.994
23.31333	0.993
23.31500	0.993
23.31667	0.992
23.31833	0.991
23.32000	0.990
23.32167	0.990
23.32333	0.989
23.32500	0.988
23.32667	0.987
23.32833	0.987
23.33000	0.986
23.33167	0.985
23.33333	0.984
23.33500	0.984
23.33667	0.983
23.33833	0.982
23.34000	0.981
23.34167	0.981
23.34333	0.980
23.34500	0.979
23.34667	0.978
23.34833	0.978
23.35000	0.977
23.35167	0.976
23.35333	0.975
23.35500	0.975
23.35667	0.974
23.35833	0.973
23.36000	0.972
23.36167	0.972
23.36333	0.971
23.36500	0.970
23.36667	0.969
23.36833	0.969
23.37000	0.968
23.37167	0.967
23.37333	0.966
23.37500	0.966
23.37667	0.965
23.37833	0.964
23.38000	0.963
23.38167	0.963
23.38333	0.962
23.38500	0.961
23.38667	0.960
23.38833	0.960
23.39000	0.959
23.39167	0.958
23.39333	0.957
23.39500	0.957
23.39667	0.956
23.39833	0.955
23.40000	0.954
23.40167	0.954
23.40333	0.953
23.40500	0.952
23.40667	0.951
23.40833	0.951
23.41000	0.950
23.41167	0.949
23.41333	0.948
23.41500	0.948
23.41667	0.947
23.41833	0.946
23.42000	0.945
23.42167	0.945
23.42333	0.944
23.42500	0.943
23.42667	0.943
23.42833	0.942
23.43000	0.941
23.43167	0.940
23.43333	0.940
23.43500	0.939
23.43667	0.938
23.43833	0.937
23.44000	0.937
23.44167	0.936
23.44333	0.935
23.44500	0.934
23.44667	0.934
23.44833	0.933
23.45000	0.932
23.45167	0.931
23.45333	0.931
23.45500	0.930
23.45667	0.929
23.45833	0.928
23.46000	0.928
23.46167	0.927
23.46333	0.926
23.46500	0.925
23.46667	0.925
23.46833	0.924
23.47000	0.923
23.47167	0.922
23.47333	0.922
23.47500	0.921
23.47667	0.920
23.47833	0.919
23.48000	0.919
23.48167	0.918
23.48333	0.917
23.48500	0.916
23.48667	0.916
23.48833	0.915
23.49000	0.914
23.49167	0.913
23.49333	0.913
23.49500	0.912
23.49667	0.911
23.49833	0.910
23.50000	0.910
23.50167	0.909
23.50333	0.908
23.50500	0.907
23.50667	0.907
23.50833	0.906
23.51000	0.905
23.51167	0.904
23.51333	0.904
23.51500	0.903
23.51667	0.902
23.51833	0.901
23.52000	0.901
23.52167	0.900
23.52333	0.899
23.52500	0.898
23.52667	0.898
23.52833	0.897
23.53000	0.896
23.53167	0.895
23.53333	0.895
23.53500	0.894
23.53667	0.893
23.53833	0.892
23.54000	0.892
23.54167	0.891
23.54333	0.890
23.54500	0.889
23.54667	0.889
23.54833	0.888
23.55000	0.887
23.55167	0.886
23.55333	0.886
23.55500	0.885
23.55667	0.884
23.55833	0.883
23.56000	0.883
23.56167	0.882
23.56333	0.881
23.56500	0.880
23.56667	0.880
23.56833	0.879
23.57000	0.878
23.57167	0.877
23.57333	0.877
23.57500	0.876
23.57667	0.875
23.57833	0.874
23.58000	0.874
23.58167	0.873
23.58333	0.872
23.58500	0.871
23.58667	0.871
23.58833	0.870
23.59000	0.869
23.59167	0.868
23.59333	0.868
23.59500	0.867
23.59667	0.866
23.59833	0.865
23.60000	0.865
23.60167	0.864
23.60333	0.863
23.60500	0.862
23.60667	0.862
23.60833	0.861
23.61000	0.860
23.61167	0.859
23.61333	0.859
23.61500	0.858
23.61667	0.857
23.61833	0.856
23.62000	0.856
23.62167	0.855
23.62333	0.854
23.62500	0.853
23.62667	0.853
23.62833	0.852
23.63000	0.851
23.63167	0.850
23.63333	0.850
23.63500	0.849
23.63667	0.848
23.63833	0.848
23.64000	0.847
23.64167	0.846
23.64333	0.845
23.64500	0.845
23.64667	0.844
23.64833	0.843
23.65000	0.842
23.65167	0.842
23.65333	0.841
23.65500	0.840
23.65667	0.839
23.65833	0.839
23.66000	0.838
23.66167	0.837
23.66333	0.836
23.66500	0.836
23.66667	0.835
23.66833	0.834
23.67000	0.833
23.67167	0.833
23.67333	0.832
23.67500	0.831
23.67667	0.830
23.67833	0.830
23.68000	0.829
23.68167	0.828
23.68333	0.827
23.68500	0.827
23.68667	0.826
23.68833	0.825
23.69000	0.824
23.69167	0.824
23.69333	0.823
23.69500	0.822
23.69667	0.821
23.69833	0.821
23.70000	0.820
23.70167	0.819
23.70333	0.818
23.70500	0.818
23.70667	0.817
23.70833	0.816
23.71000	0.815
23.71167	0.815
23.71333	0.814
23.71500	0.813
23.71667	0.812
23.71833	0.812
23.72000	0.811
23.72167	0.810
23.72333	0.809
23.72500	0.809
23.72667	0.808
23.72833	0.807
23.73000	0.806
23.73167	0.806
23.73333	0.805
23.73500	0.804
23.73667	0.803
23.73833	0.803
23.74000	0.802
23.74167	0.801
23.74333	0.800
23.74500	0.800
23.74667	0.799
23.74833	0.798
23.75000	0.797
23.75167	0.797
23.75333	0.796
23.75500	0.795
23.75667	0.794
23.75833	0.794
23.76000	0.793
23.76167	0.792
23.76333	0.791
23.76500	0.791
23.76667	0.790
23.76833	0.789
23.77000	0.788
23.77167	0.788
23.77333	0.787
23.77500	0.786
23.77667	0.785
23.77833	0.785
23.78000	0.784
23.78167	0.783
23.78333	0.782
23.78500	0.782
23.78667	0.781
23.78833	0.780
23.79000	0.779
23.79167	0.779
23.79333	0.778
23.79500	0.777
23.79667	0.776
23.79833	0.776
23.80000	0.775
23.80167	0.774
23.80333	0.773
23.80500	0.773
23.80667	0.772
23.80833	0.771
23.81000	0.770
23.81167	0.770
23.81333	0.769
23.81500	0.768
23.81667	0.767
23.81833	0.767
23.82000	0.766
23.82167	0.765
23.82333	0.764
23.82500	0.764
23.82667	0.763
23.82833	0.762
23.83000	0.761
23.83167	0.761
23.83333	0.760
23.83500	0.759
23.83667	0.758
23.83833	0.758
23.84000	0.757
23.84167	0.756
23.84333	0.755
23.84500	0.755
23.84667	0.754
23.84833	0.753
23.85000	0.753
23.85167	0.752
23.85333	0.751
23.85500	0.750
23.85667	0.750
23.85833	0.749
23.86000	0.748
23.86167	0.747
23.86333	0.747
23.86500	0.746
23.86667	0.745
23.86833	0.744
23.87000	0.744
23.87167	0.743
23.87333	0.742
23.87500	0.741
23.87667	0.741
23.87833	0.740
23.88000	0.739
23.88167	0.738
23.88333	0.738
23.88500	0.737
23.88667	0.736
23.88833	0.735
23.89000	0.735
23.89167	0.734
23.89333	0.733
23.89500	0.732
23.89667	0.732
23.89833	0.731
23.90000	0.730
23.90167	0.729
23.90333	0.729
23.90500	0.728
23.90667	0.727
23.90833	0.726
23.91000	0.726
23.91167	0.725
23.91333	0.724
23.91500	0.723
23.91667	0.723
23.91833	0.722
23.92000	0.721
23.92167	0.720
23.92333	0.720
23.92500	0.719
23.92667	0.718
23.92833	0.717
23.93000	0.717
23.93167	0.716
23.93333	0.715
23.93500	0.714
23.93667	0.714
23.93833	0.713
23.94000	0.712
23.94167	0.711
23.94333	0.711
23.94500	0.710
23.94667	0.709
23.94833	0.708
23.95000	0.708
23.95167	0.707
23.95333	0.706
23.95500	0.705
23.95667	0.705
23.95833	0.704
23.96000	0.703
23.96167	0.702
23.96333	0.702
23.96500	0.701
23.96667	0.700
23.96833	0.699
23.97000	0.699
23.97167	0.698
23.97333	0.697
23.97500	0.696
23.97667	0.696
23.97833	0.695
23.98000	0.694
23.98167	0.693
23.98333	0.693
23.98500	0.692
23.98667	0.691
23.98833	0.690
23.99000	0.690
23.99167	0.689
23.99333	0.688
23.99500	0.687
23.99667	0.687
23.99833	0.686
24.00000	0.685
24.00167	0.684
24.00333	0.684
24.00500	0.683
24.00667	0.682
24.00833	0.681
24.01000	0.681
24.01167	0.680
24.01333	0.679
24.01500	0.678
24.01667	0.678
24.01833	0.677
24.02000	0.676
24.02167	0.675
24.02333	0.675
24.02500	0.674
24.02667	0.673
24.02833	0.672
24.03000	0.672
24.03167	0.671
24.03333	0.670
24.03500	0.669
24.03667	0.669
24.03833	0.668
24.04000	0.667
24.04167	0.666
24.04333	0.666
24.04500	0.665
24.04667	0.664
24.04833	0.663
24.05000	0.663
24.05167	0.662
24.05333	0.661
24.05500	0.660
24.05667	0.660
24.05833	0.659
24.06000	0.658
24.06167	0.657
24.06333	0.657
24.06500	0.656
24.06667	0.655
24.06833	0.655
24.07000	0.654
24.07167	0.653
24.07333	0.652
24.07500	0.652
24.07667	0.651
24.07833	0.650
24.08000	0.649
24.08167	0.649
24.08333	0.648
24.08500	0.647
24.08667	0.646
24.08833	0.646
24.09000	0.645
24.09167	0.644
24.09333	0.643
24.09500	0.643
24.09667	0.642
24.09833	0.641
24.10000	0.640
24.10167	0.640
24.10333	0.639
24.10500	0.638
24.10667	0.637
24.10833	0.637
24.11000	0.636
24.11167	0.635
24.11333	0.634
24.11500	0.634
24.11667	0.633
24.11833	0.632
24.12000	0.631
24.12167	0.631
24.12333	0.630
24.12500	0.629
24.12667	0.628
24.12833	0.628
24.13000	0.627
24.13167	0.626
24.13333	0.625
24.13500	0.625
24.13667	0.624
24.13833	0.623
24.14000	0.622
24.14167	0.622
24.14333	0.621
24.14500	0.620
24.14667	0.619
24.14833	0.619
24.15000	0.618
24.15167	0.617
24.15333	0.616
24.15500	0.616
24.15667	0.615
24.15833	0.614
24.16000	0.613
24.16167	0.613
24.16333	0.612
24.16500	0.611
24.16667	0.610
24.16833	0.610
24.17000	0.609
24.17167	0.608
24.17333	0.607
24.17500	0.607
24.17667	0.606
24.17833	0.605
24.18000	0.604
24.18167	0.604
24.18333	0.603
24.18500	0.602
24.18667	0.601
24.18833	0.601
24.19000	0.600
24.19167	0.599
24.19333	0.598
24.19500	0.598
24.19667	0.597
24.19833	0.596
24.20000	0.595
24.20167	0.595
24.20333	0.594
24.20500	0.593
24.20667	0.592
24.20833	0.592
24.21000	0.591
24.21167	0.590
24.21333	0.589
24.21500	0.589
24.21667	0.588
24.21833	0.587
24.22000	0.586
24.22167	0.586
24.22333	0.585
24.22500	0.584
24.22667	0.583
24.22833	0.583
24.23000	0.582
24.23167	0.581
24.23333	0.580
24.23500	0.580
24.23667	0.579
24.23833	0.578
24.24000	0.577
24.24167	0.577
24.24333	0.576
24.24500	0.575
24.24667	0.574
24.24833	0.574
24.25000	0.573
24.25167	0.572
24.25333	0.571
24.25500	0.571
24.25667	0.570
24.25833	0.569
24.26000	0.568
24.26167	0.568
24.26333	0.567
24.26500	0.566
24.26667	0.565
24.26833	0.565
24.27000	0.564
24.27167	0.563
24.27333	0.562
24.27500	0.562
24.27667	0.561
24.27833	0.560
24.28000	0.560
24.28167	0.559
24.28333	0.558
24.28500	0.557
24.28667	0.557
24.28833	0.556
24.29000	0.555
24.29167	0.554
24.29333	0.554
24.29500	0.553
24.29667	0.552
24.29833	0.551
24.30000	0.551
24.30167	0.550
24.30333	0.549
24.30500	0.548
24.30667	0.548
24.30833	0.547
24.31000	0.546
24.31167	0.545
24.31333	0.545
24.31500	0.544
24.31667	0.543
24.31833	0.542
24.32000	0.542
24.32167	0.541
24.32333	0.540
24.32500	0.539
24.32667	0.539
24.32833	0.538
24.33000	0.537
24.33167	0.536
24.33333	0.536
24.33500	0.535
24.33667	0.534
24.33833	0.533
24.34000	0.533
24.34167	0.532
24.34333	0.531
24.34500	0.530
24.34667	0.530
24.34833	0.529
24.35000	0.528
24.35167	0.527
24.35333	0.527
24.35500	0.526
24.35667	0.525
24.35833	0.524
24.36000	0.524
24.36167	0.523
24.36333	0.522
24.36500	0.521
24.36667	0.521
24.36833	0.520
24.37000	0.519
24.37167	0.518
24.37333	0.518
24.37500	0.517
24.37667	0.516
24.37833	0.515
24.38000	0.515
24.38167	0.514
24.38333	0.513
24.38500	0.512
24.38667	0.512
24.38833	0.511
24.39000	0.510
24.39167	0.509
24.39333	0.509
24.39500	0.508
24.39667	0.507
24.39833	0.506
24.40000	0.506
24.40167	0.505
24.40333	0.504
24.40500	0.503
24.40667	0.503
24.40833	0.502
24.41000	0.501
24.41167	0.500
24.41333	0.500
24.41500	0.499
24.41667	0.498
24.41833	0.497
24.42000	0.497
24.42167	0.496
24.42333	0.495
24.42500	0.494
24.42667	0.494
24.42833	0.493
24.43000	0.492
24.43167	0.491
24.43333	0.491
24.43500	0.490
24.43667	0.489
24.43833	0.488
24.44000	0.488
24.44167	0.487
24.44333	0.486
24.44500	0.485
24.44667	0.485
24.44833	0.484
24.45000	0.483
24.45167	0.482
24.45333	0.482
24.45500	0.481
24.45667	0.480
24.45833	0.479
24.46000	0.479
24.46167	0.478
24.46333	0.477
24.46500	0.476
24.46667	0.476
24.46833	0.475
24.47000	0.474
24.47167	0.473
24.47333	0.473
24.47500	0.472
24.47667	0.471
24.47833	0.470
24.48000	0.470
24.48167	0.469
24.48333	0.468
24.48500	0.467
24.48667	0.467
24.48833	0.466
24.49000	0.465
24.49167	0.464
24.49333	0.464
24.49500	0.463
24.49667	0.462
24.49833	0.462
24.50000	0.461
24.50167	0.460
24.50333	0.459
24.50500	0.459
24.50667	0.458
24.50833	0.457
24.51000	0.456
24.51167	0.456
24.51333	0.455
24.51500	0.454
24.51667	0.453
24.51833	0.453
24.52000	0.452
24.52167	0.451
24.52333	0.450
24.52500	0.450
24.52667	0.449
24.52833	0.448
24.53000	0.447
24.53167	0.447
24.53333	0.446
24.53500	0.445
24.53667	0.444
24.53833	0.444
24.54000	0.443
24.54167	0.442
24.54333	0.441
24.54500	0.441
24.54667	0.440
24.54833	0.439
24.55000	0.438
24.55167	0.438
24.55333	0.437
24.55500	0.436
24.55667	0.435
24.55833	0.435
24.56000	0.434
24.56167	0.433
24.56333	0.432
24.56500	0.432
24.56667	0.431
24.56833	0.430
24.57000	0.429
24.57167	0.429
24.57333	0.428
24.57500	0.427
24.57667	0.426
24.57833	0.426
24.58000	0.425
24.58167	0.424
24.58333	0.423
24.58500	0.423
24.58667	0.422
24.58833	0.421
24.59000	0.420
24.59167	0.420
24.59333	0.419
24.59500	0.418
24.59667	0.417
24.59833	0.417
24.60000	0.416
24.60167	0.415
24.60333	0.414
24.60500	0.414
24.60667	0.413
24.60833	0.412
24.61000	0.411
24.61167	0.411
24.61333	0.410
24.61500	0.409
24.61667	0.408
24.61833	0.408
24.62000	0.407
24.62167	0.406
24.62333	0.405
24.62500	0.405
24.62667	0.404
24.62833	0.403
24.63000	0.402
24.63167	0.402
24.63333	0.401
24.63500	0.400
24.63667	0.399
24.63833	0.399
24.64000	0.398
24.64167	0.397
24.64333	0.396
24.64500	0.396
24.64667	0.395
24.64833	0.394
24.65000	0.393
24.65167	0.393
24.65333	0.392
24.65500	0.391
24.65667	0.390
24.65833	0.390
24.66000	0.389
24.66167	0.388
24.66333	0.387
24.66500	0.387
24.66667	0.386
24.66833	0.385
24.67000	0.384
24.67167	0.384
24.67333	0.383
24.67500	0.382
24.67667	0.381
24.67833	0.381
24.68000	0.380
24.68167	0.379
24.68333	0.378
24.68500	0.378
24.68667	0.377
24.68833	0.376
24.69000	0.375
24.69167	0.375
24.69333	0.374
24.69500	0.373
24.69667	0.372
24.69833	0.372
24.70000	0.371
24.70167	0.370
24.70333	0.369
24.70500	0.369
24.70667	0.368
24.70833	0.367
24.71000	0.367
24.71167	0.366
24.71333	0.365
24.71500	0.364
24.71667	0.364
24.71833	0.363
24.72000	0.362
24.72167	0.361
24.72333	0.361
24.72500	0.360
24.72667	0.359
24.72833	0.358
24.73000	0.358
24.73167	0.357
24.73333	0.356
24.73500	0.355
24.73667	0.355
24.73833	0.354
24.74000	0.353
24.74167	0.352
24.74333	0.352
24.74500	0.351
24.74667	0.350
24.74833	0.349
24.75000	0.349
24.75167	0.348
24.75333	0.347
24.75500	0.346
24.75667	0.346
24.75833	0.345
24.76000	0.344
